osm_id|name|category|type|lon|lat|alt_name|int_name|street|housenumber|postcode|city|country|phone|fax|email|website|opening_hours|description|image|last_update|operator|wikipedia|wkt
N3688641384|Tassos|FOOD|RESTAURANT|19.9242686|39.4875994||||||||||||||||||POINT(19.9242686 39.4875994)
N3688952347|Sea Breeze|FOOD|RESTAURANT|19.9289424|39.4848336||||||||||||||||||POINT(19.9289424 39.4848336)
N3688981258|Firefly Taverna|FOOD|RESTAURANT|19.9270699|39.4856304||||||||||||||||||POINT(19.9270699 39.4856304)
N3689865109|Taverna|FOOD|RESTAURANT|19.9283779|39.486951||||||||||||||||||POINT(19.9283779 39.486951)
N3689877227|Filoxenia|ACCOMMODATION|HOTEL|19.924657|39.4880103||||||||||||||||||POINT(19.924657 39.4880103)
N3690469168|Veroniki|ACCOMMODATION|HOTEL|19.9244685|39.4994412||||||||||||||||||POINT(19.9244685 39.4994412)
N3690496507|Abba|TRANSPORT|RENTALCAR|19.9269693|39.479589||||||||||||||||||POINT(19.9269693 39.479589)
N3691743496|Aggelos Family Hotel|ACCOMMODATION|HOTEL|19.93|39.4825701||||||||||||||||||POINT(19.93 39.4825701)
N3691877860|Alexandros|ACCOMMODATION|HOTEL|19.9265613|39.4812353||||||||||||||||||POINT(19.9265613 39.4812353)
N3691877872|Nasos & Daisy|ACCOMMODATION|HOTEL|19.9284956|39.4818734||||||||||||||||||POINT(19.9284956 39.4818734)
N3693831100|Marini Studios|ACCOMMODATION|HOTEL|19.9281336|39.4810984||||||||||||||||||POINT(19.9281336 39.4810984)
N3694017771|The Islands|FOOD|RESTAURANT|19.9251625|39.4850043||||||||||||||||||POINT(19.9251625 39.4850043)
N3697652137|Nikos Taverna|FOOD|RESTAURANT|19.9833418|39.4150128||||||||||||||||||POINT(19.9833418 39.4150128)
N3697666135|Restaurant and Cafe-Bar Santa Barbara|FOOD|RESTAURANT|19.9863494|39.4130946||||||||||||||||||POINT(19.9863494 39.4130946)
N3697666140|Manduvala|FOOD|RESTAURANT|19.9860776|39.4133113||||||||||||||||||POINT(19.9860776 39.4133113)
N3698170828|The Fishermans Haunt|FOOD|RESTAURANT|19.9421109|39.470927||||||||||||||||||POINT(19.9421109 39.470927)
N3699535176|La Grotta|FOOD|BAR|19.7188763|39.6738908||||||||||||||||||POINT(19.7188763 39.6738908)
N3703296845|Bella Grecia|ACCOMMODATION|HOTEL|19.9247679|39.4850813||||||||||||||||||POINT(19.9247679 39.4850813)
N3703682443|Памятник Фёдору Ушакову|TOURIST|MEMORIAL|19.9180538|39.6257524||||||||||||||||||POINT(19.9180538 39.6257524)
N3703686284|Μουσείο χαρτονομισμάτων|TOURIST|MUSEUM|19.922466|39.6246607||||||||||||We-Su||||||POINT(19.922466 39.6246607)
N3703938684|Issos Beach|FOOD|BAR|19.9329009|39.431957||||||||||||||||||POINT(19.9329009 39.431957)
N3703970315|Kostas's Bar Walkers Point|FOOD|BAR|19.9064869|39.532988||||||||||||||||||POINT(19.9064869 39.532988)
N3704900955|Potamaki Beach Hotel|ACCOMMODATION|HOTEL|19.9137964|39.5442498|||||||||||http://www.potamakibeachhotel.com|||||||POINT(19.9137964 39.5442498)
N3708227625|Paradise Bird|FOOD|BAR|19.9286432|39.4827438||||||||||||||||||POINT(19.9286432 39.4827438)
N3709956438|Κάστρο Γαρδικίου|TOURIST|CASTLE2|19.8849234|39.4769135||||||||||||24/7||||||POINT(19.8849234 39.4769135)
N3711677656|Open Tech|POW|UNKOWN|19.920512|39.6260066|||Προσελένδου|35-41||Kerkyra||||||||||||POINT(19.920512 39.6260066)
N3723670767|Vistonia Café|FOOD|BAR|19.6776653|39.7187341|||||49083|||||||||||||POINT(19.6776653 39.7187341)
N3724240672|Ammos|FOOD|RESTAURANT|19.6774189|39.7189403||||||||||||||||||POINT(19.6774189 39.7189403)
N3793726057|Alexis Zorbas|ACCOMMODATION|HOTEL|19.6558379|39.7487731||||||||||||||||||POINT(19.6558379 39.7487731)
N3819328021|Naos Pammegiston Taxiarxon|POW|CHRISTIAN|19.738813|39.687307||||||||||||||||||POINT(19.738813 39.687307)
N3819334945|Virgin Mary|POW|CHRISTIAN|19.7407095|39.6895315||||||||||||||||||POINT(19.7407095 39.6895315)
N3819340578|To Steki / Το στέκι|FOOD|RESTAURANT|19.7403543|39.6894596||||||||||||||||||POINT(19.7403543 39.6894596)
N3819340580|Mini market|SHOP|SUPERMARKET|19.7407164|39.6897053||||||||||||||||||POINT(19.7407164 39.6897053)
N3819353823|Agia Paraskevi|POW|CHRISTIAN|19.7394729|39.6888518||||||||||||||||||POINT(19.7394729 39.6888518)
N3819353824|Agia Anna|POW|CHRISTIAN|19.7326917|39.6978833||||||||||||||||||POINT(19.7326917 39.6978833)
N3819353825|Butcher Shop|SHOP|SUPERMARKET|19.7356788|39.6806349||||||||||||||||||POINT(19.7356788 39.6806349)
N3904100832|Gouvia Marina|ACCOMMODATION|HOTEL|19.8518215|39.6497775|||Skripero||49083|Tzavros||||||||||||POINT(19.8518215 39.6497775)
N3909343477|Elisabeth's Taverna  /Ταβέρνα Ελισάβετ|FOOD|RESTAURANT|19.740445|39.6894493|||Doukades|||||||||||||||POINT(19.740445 39.6894493)
N3909350156|Soula|SHOP|SUPERMARKET|19.7450637|39.6742011||||||||||||||||||POINT(19.7450637 39.6742011)
N3909352280|Bibos|SHOP|SUPERMARKET|19.7408255|39.6837925||||||||||||||||||POINT(19.7408255 39.6837925)
N4062286578|Panorama Apartments & Studios|ACCOMMODATION|HOTEL|19.8535203|39.5494315|||||49084|Agios Gordios|||||www.agiosgordiospanorama.gr|||||Panorama Apartments & Studios||POINT(19.8535203 39.5494315)
N4170136589|Panorama bar|FOOD|RESTAURANT|19.8241175|39.709883||||||||||||||||||POINT(19.8241175 39.709883)
N4190100204|Summer Dream|ACCOMMODATION|HOTEL|19.8519343|39.5444349||||||||||||||||||POINT(19.8519343 39.5444349)
N4200276000|Division Acqui Monument|TOURIST|MONUMENT|19.9253378|39.6253372|||||||||||||"Monument in memory of Italian Division ""Acqui"""|||||POINT(19.9253378 39.6253372)
N4201096463|Main Bus Terminal (KTEL)|TRANSPORT|BUSSTOP|19.9119339|39.6160943||||||Corfu||+302661028900|||http://greenbuses.gr|Mo-Su 06:00-20:30||||||POINT(19.9119339 39.6160943)
N4208040515|Kostas|ACCOMMODATION|HOSTEL|19.9064166|39.5329877||||||||||||||||||POINT(19.9064166 39.5329877)
N4209010747|The Olive Press|ACCOMMODATION|HOSTEL|19.9064884|39.5326337||||||||||||||||||POINT(19.9064884 39.5326337)
N4209894089|Corfu Mare Boutique Hotel|ACCOMMODATION|HOTEL|19.8965326|39.6284596|||Nikolaou Zervou, Kefalomantouko|5|49100|||+30 26610 31011/25804||info@corfumare.gr|www.corfumare.gr|24/7||||||POINT(19.8965326 39.6284596)
N4210976197|Cool & Fresh|FOOD|RESTAURANT|19.9216531|39.790264||||||||||||||||||POINT(19.9216531 39.790264)
N4210976301|Thraka - Grill House|FOOD|RESTAURANT|19.9215138|39.7903317||||||||||||||||||POINT(19.9215138 39.7903317)
N4210977490|San Remo - Grill & Burger House|FOOD|RESTAURANT|19.7078232|39.7918449|||Sidari|||||26630 95017||||||||||POINT(19.7078232 39.7918449)
N4212902694|Pig Masseria|FOOD|RESTAURANT|19.923406|39.623129|||Kapodistriou|32|49100|||||||||||||POINT(19.923406 39.623129)
N4212944697|Aphrodite Apartments|ACCOMMODATION|HOTEL|19.8937877|39.7247697||||||||||||||||||POINT(19.8937877 39.7247697)
N4213321089|Fish Taverna Gregorys|FOOD|RESTAURANT|19.7529747|39.796591|||Astrakeri Beach||49081 Astrakeri|||||||||||||POINT(19.7529747 39.796591)
N4221005295|Adriana Studios|ACCOMMODATION|HOTEL|20.0147719|39.4297636||||||||||||||||||POINT(20.0147719 39.4297636)
N4226447799|Velonades Bus Stop|TRANSPORT|BUSSTOP|19.7175206|39.7538373||||||||||||||||||POINT(19.7175206 39.7538373)
N4226448491|Corfu Naturopathy|HEALTH|HOSPITAL|19.6961113|39.7586373|||Kounavades|||||+306931091551||cgrassnick@gmail.com|http://www.greencorfu.com/naturopathy-corfu-colleen-grassnik/|Mo-Sa 10:00-13:00, 15:00-18:00|by appointment only|||||POINT(19.6961113 39.7586373)
N4226468290|Corfu Taste and Beauty|SHOP|GIFT|19.9224359|39.6252654|||Αγίου Σπυρίδωνος|61||||00302661034686||corfutasteandbeauty@gmail.com||||||||POINT(19.9224359 39.6252654)
N4226484290|Antica Murrina|SHOP|JEWELRY|19.9225729|39.6252413|||Αγίου Σπυρίδωνος|57||||00302661033381||cosmopolitancorfu@gmail.com||||||||POINT(19.9225729 39.6252413)
N4230489631|Mini Mart|SHOP|CONVENIENCE|19.839302|39.654364||||||||||||||||||POINT(19.839302 39.654364)
N4230489633|Roberto e Fei|FOOD|RESTAURANT|19.8441619|39.6525467||||||||||||||||||POINT(19.8441619 39.6525467)
N4233385012|Rolling Stone|FOOD|BAR|19.819482|39.5864301||||||||||||||||||POINT(19.819482 39.5864301)
N4234180390|Kochili|FOOD|RESTAURANT|19.8499337|39.5467479||||||||||||||||||POINT(19.8499337 39.5467479)
N4238303157|Skala|FOOD|RESTAURANT|19.8543699|39.4999907||||||||||||||||||POINT(19.8543699 39.4999907)
N4253576190|Corfu Marina|TOURIST|ATTRACTION|19.9284456|39.6242802||||||||||||||||||POINT(19.9284456 39.6242802)
N4258739695|Kontokali bay water-sports Centre|SHOP|MOTORCYCLE|19.8614853|39.6493964|||Χριστόφορου Κοντόκαλη||49100|||+306977224318||||Mo-Su 10:00-19:00||||||POINT(19.8614853 39.6493964)
N4267835190|Karina hotel |ACCOMMODATION|HOTEL|19.9184984|39.5336887||||||||||||||||||POINT(19.9184984 39.5336887)
N4270535093|Marina studio|ACCOMMODATION|HOTEL|19.7025712|39.7859228||||||||||||||||||POINT(19.7025712 39.7859228)
N4273860914|Hotel Belvedere|ACCOMMODATION|HOTEL|19.9225365|39.5224159|||Corfu Trail|||||||||||||||POINT(19.9225365 39.5224159)
N4274648089|escape |ACCOMMODATION|HOSTEL|19.8394945|39.708259||||||||||||||||||POINT(19.8394945 39.708259)
N4275141195|Ionios gift shop|SHOP|GIFT|19.9560314|39.4563361||||||||||||||||||POINT(19.9560314 39.4563361)
N4275141201|Potamia|POI|VILLAGE|19.9951032|39.4135418||||||||||||||||||POINT(19.9951032 39.4135418)
N4275141204|Santa Barbara beach|TOURIST|BEACH|19.9860357|39.4129042||||||||||||||||||POINT(19.9860357 39.4129042)
N4275141222|Chiesa|POW|UNKOWN|19.9112795|39.545632||||||||||||||||||POINT(19.9112795 39.545632)
N4275202143|Hercules Marine Activities|SHOP|DEPARTMENTSTORE|19.9859905|39.4130912|||||||||||http://www.hercules-scuba.gr/#|||||||POINT(19.9859905 39.4130912)
N4275203166|Taverna Apaggio|FOOD|RESTAURANT|20.0015802|39.4541683||||||Petriti||||||||||||POINT(20.0015802 39.4541683)
N4275376383|Dimitri's Studios|ACCOMMODATION|HOTEL|19.8149747|39.7959134||||||||||||||||||POINT(19.8149747 39.7959134)
N4281790697|Cafetierra|FOOD|CAFE|19.9237213|39.621587|||Καποδιστρίου|8|49100|||+302661025904||info@cafetierra.gr|http://cafetierra.gr|||||Micro Roasters Coffee Lab||POINT(19.9237213 39.621587)
N4282017693|Mammo's Taverna|FOOD|RESTAURANT|19.9270915|39.4796227||||||||||||||||||POINT(19.9270915 39.4796227)
N4282582078|Zacks|FOOD|RESTAURANT|19.9562469|39.4251846||||||||||||||||||POINT(19.9562469 39.4251846)
N4286602292|Markioies|SHOP|CONFECTIONERY|19.9285848|39.4775717||||||||||||||||||POINT(19.9285848 39.4775717)
N4288620392|Despina|SHOP|CONFECTIONERY|19.9247672|39.4851447||||||||||||||||||POINT(19.9247672 39.4851447)
N4288652189|Coop|SHOP|SUPERMARKET|19.9248471|39.4858554||||||||||||||||||POINT(19.9248471 39.4858554)
N4291023649|Κρητικός|SHOP|CONFECTIONERY|19.9179753|39.6220987||||||||||||||||||POINT(19.9179753 39.6220987)
N4291299759|Green Bus|TRANSPORT|BUSSTOP|19.9164956|39.6213977||||||||||||||||||POINT(19.9164956 39.6213977)
N4295398091|Oniro Villas|ACCOMMODATION|HOTEL|19.9238873|39.5157712||||||||||||||||||POINT(19.9238873 39.5157712)
N4298815876|Three brothers|FOOD|RESTAURANT|19.7563246|39.7951736||||||||||||||||||POINT(19.7563246 39.7951736)
N4300824434|Taverna Troumbeta|FOOD|RESTAURANT|19.7470612|39.7064974||||||||||||||||||POINT(19.7470612 39.7064974)
N4302611268|Corfu Boutique House|ACCOMMODATION|HOTEL|19.6476007|39.7603097||||||||||||||||||POINT(19.6476007 39.7603097)
N4302939818|Άγαλμα Ιωάννη Καποδίστρια|TOURIST|MEMORIAL|19.9241107|39.6208773||||||||||||||||||POINT(19.9241107 39.6208773)
N4304423093|Best|SHOP|GREENGROCER|19.892567|39.5922692||||||||||||||||||POINT(19.892567 39.5922692)
N4304650002|Snack Bar Neon|FOOD|CAFE|19.786708|39.7774974||||||||||||||||||POINT(19.786708 39.7774974)
N4306248692|Gyroperasma Souvlaki|FOOD|RESTAURANT|19.9109938|39.6139236||||||||||||||||||POINT(19.9109938 39.6139236)
N4306276892|Public Bus Stop to Corfu Town|TRANSPORT|BUSSTOP|19.7112777|39.7762713|||||||||||http://greenbuses.gr|||||||POINT(19.7112777 39.7762713)
N4306460648|Ice Creams, Beer, Tost, Sanwiches|FOOD|RESTAURANT|19.9047969|39.5617059||||||||||||||||||POINT(19.9047969 39.5617059)
N4306460649|Bella Vista Restaurant Cafe|FOOD|RESTAURANT|19.9050973|39.5617513||||||||||||||||||POINT(19.9050973 39.5617513)
N4307143291|Ticket office|SHOP|KIOSK|19.9258886|39.6234506||||||||||||||||||POINT(19.9258886 39.6234506)
N4307144491|Ενετικά Ναυπηγεία|TOURIST|RUINS|19.8465834|39.652683||||||||||||||||||POINT(19.8465834 39.652683)
N4307250789|Μουσείο Θαλάσσης|TOURIST|MUSEUM|19.914331|39.5439693|||||||||||http://www.corfushellmuseum.com|||||||POINT(19.914331 39.5439693)
N4307616808|Επίσκεψη|FOOD|CAFE|19.8169031|39.7590556||||||||||||||||||POINT(19.8169031 39.7590556)
N4311385193|Munchise|FOOD|RESTAURANT|19.707407|39.7925374||||||||||||||||||POINT(19.707407 39.7925374)
N4311464958|Taverna Sunset|FOOD|RESTAURANT|19.6869487|39.6860677||||||||||||||||||POINT(19.6869487 39.6860677)
N4312681348|Taverna Savvas|FOOD|RESTAURANT|20.0066916|39.4441385||||||Notos||||||||||||POINT(20.0066916 39.4441385)
N4314406190|Pazuzu|FOOD|BAR|19.8084181|39.592423|||Glyfada Corfu Greece||49100|||+302661094444||||Mo-Su 10:00-01:00||||||POINT(19.8084181 39.592423)
N4315750691|Monasteri Agios Dimitriou|POW|CHRISTIAN|19.7567644|39.7412699||||||||||||||||||POINT(19.7567644 39.7412699)
N4316719594|Zaks Family Taverna|FOOD|RESTAURANT|19.9299921|39.4763134||||||||||||||||||POINT(19.9299921 39.4763134)
N4316974190|Baratos|FOOD|RESTAURANT|20.0238593|39.39451||||||||||||||||||POINT(20.0238593 39.39451)
N4317297532|Церковь Святой Прасковьи|TOURIST|ATTRACTION|19.9057792|39.5339357||||||||||||||||||POINT(19.9057792 39.5339357)
N4317312310|Kerkyra apartotel|ACCOMMODATION|HOTEL|19.9157443|39.5393745||||||||||||||||||POINT(19.9157443 39.5393745)
N4317331604|Вид на остров Корфу (2400 метров)|TOURIST|ATTRACTION|19.907862|39.5331133||||||||||||||||||POINT(19.907862 39.5331133)
N4321034798|Tavern Barbados|FOOD|RESTAURANT|19.9904946|39.4132411||||||||||||||||||POINT(19.9904946 39.4132411)
N4321035021|Restaurant and Coctail Bar Maltas|FOOD|RESTAURANT|19.9920313|39.4140209||||||||||||||||||POINT(19.9920313 39.4140209)
N4324935089|Corfu Explore car hire|TRANSPORT|RENTALCAR|19.91342|39.611893|||Georgaki 33 Corfu Greece||49100|||00306938367886||corfuexplorecarhire@gmail.com|http://www.corfuexplorecarhire.com|24/7||||owner||POINT(19.91342 39.611893)
N4325023490|Mancare|FOOD|FASTFOOD|19.91877|39.6251792||||||||||||||||||POINT(19.91877 39.6251792)
N4326035790|Roda Beach plajă șmecheră|TOURIST|ART|19.7887161|39.7911128||||||||||||||||||POINT(19.7887161 39.7911128)
N4326035990|Mâncare|FOOD|FASTFOOD|19.9234312|39.6239964||||||||||||||||||POINT(19.9234312 39.6239964)
N4326778493|No Water source|TOURIST|ATTRACTION|19.9138427|39.5396272||||||||||||||||||POINT(19.9138427 39.5396272)
N4328978492|ILIOS|SHOP|JEWELRY|19.6816751|39.7156995||||||||+30266096043||ilios@ilios-living-art.com|http://www.ilios-living-art.com|mo-sa 10:00-14:00, 17:00-21:00||||||POINT(19.6816751 39.7156995)
N4329054391|Arillas car rental and Transfers|TRANSPORT|RENTALCAR|19.6499253|39.743678||||||||||arillascars@gmail.com||Mo-Su 09:29-22:30||||||POINT(19.6499253 39.743678)
N4329536292|Korfu Maris Bellos|ACCOMMODATION|HOTEL|19.923031|39.5254532||||||||||||||||||POINT(19.923031 39.5254532)
N4329568397|Arokaria|FOOD|RESTAURANT|19.9224056|39.5250547||||||||||||||||||POINT(19.9224056 39.5250547)
N4329607711|Loris. Traditional taverna.|FOOD|RESTAURANT|19.9128016|39.5465427||||||||||||||||||POINT(19.9128016 39.5465427)
N4331019892|Plaja cu valuri|TOURIST|ART|19.8170687|39.7980884||||||||||||||||||POINT(19.8170687 39.7980884)
N4331079395|EKO|TRANSPORT|FUEL|19.8801332|39.5657228||||||||||||||||||POINT(19.8801332 39.5657228)
N4331348191|Benetcia|FOOD|CAFE|19.9127847|39.5465687||||||||||||||||||POINT(19.9127847 39.5465687)
N4332666117|PLUS   Language School|EDUCATION|SCHOOL|19.9164993|39.6212632||||||||||||||||||POINT(19.9164993 39.6212632)
N4333449403|Taverna Barbara's|FOOD|RESTAURANT|19.91483|39.5412283||||||||||||||||||POINT(19.91483 39.5412283)
N4333581393|Health Care Center (Government)|HEALTH|HOSPITAL|19.7188686|39.722871||||||||||||||||||POINT(19.7188686 39.722871)
N4336799989|Mediterraneo|FOOD|RESTAURANT|19.7024733|39.67261||||||||||||||||||POINT(19.7024733 39.67261)
N4337549290|Broken ship|TOURIST|ATTRACTION|19.8459239|39.5525547||||||||||||||||||POINT(19.8459239 39.5525547)
N4338199489|VillaThalassa|ACCOMMODATION|HOTEL|19.8846957|39.7980595||||||||00306977783136||||24/7||||Δήμητρα||POINT(19.8846957 39.7980595)
N4339504089|Mezza volta|FOOD|RESTAURANT|19.912702|39.5469127||||||||||||||||||POINT(19.912702 39.5469127)
N4340094791|Chilly Chili|FOOD|RESTAURANT|19.643991|39.7562091||||||||00302663051165||||||||Spiros Lissaris||POINT(19.643991 39.7562091)
N4343833990|Lahanika. Fresh fruits.|SHOP|GREENGROCER|19.9024396|39.6101053||||||||||||||||||POINT(19.9024396 39.6101053)
N4343897097|Century Resort|ACCOMMODATION|HOTEL|19.820077|39.791588||||||||||||||||||POINT(19.820077 39.791588)
N4345733289|Avis|TRANSPORT|RENTALCAR|19.819|39.793742||||||Acharavi||||||||||||POINT(19.819 39.793742)
N4345808196|Paxinos Restaurant|FOOD|RESTAURANT|19.9126267|39.5461567||||||||||||||||||POINT(19.9126267 39.5461567)
N4348227495|Chic Style|SHOP|CLOTHES|19.817634|39.793263||||||Acharavi||||||||||||POINT(19.817634 39.793263)
N4348227596|Grill Room|FOOD|FASTFOOD|19.817495|39.793152||||||||||||||||||POINT(19.817495 39.793152)
N4349146263|1ο Γυμνάσιο|TRANSPORT|BUSSTOP|19.9202798|39.6207528||||||||||||||||Αστικού ΚΤΕΛ Κέρκυρας A.E.||POINT(19.9202798 39.6207528)
N4349166427|Athina Studios|ACCOMMODATION|HOTEL|19.7265341|39.6774393||||||||||||||||||POINT(19.7265341 39.6774393)
N4349754089|grill room ammoz|FOOD|RESTAURANT|19.7948486|39.7899361||||||||||||||||||POINT(19.7948486 39.7899361)
N4357364264|Taverna Riviera|FOOD|RESTAURANT|19.8705692|39.7186256||||||||||||||||||POINT(19.8705692 39.7186256)
N4357364265|THIS & THAT|SHOP|DEPARTMENTSTORE|19.9209291|39.7892387||||||||||||||||||POINT(19.9209291 39.7892387)
N4357368100|Mitsos Taverna|FOOD|RESTAURANT|19.8968787|39.7238534||||||||||||||||||POINT(19.8968787 39.7238534)
N4357368103|Glyfa Tavern|FOOD|RESTAURANT|19.8839635|39.7236726||||||||||||||||||POINT(19.8839635 39.7236726)
N4357368119|Gran Aladino|FOOD|RESTAURANT|19.7123932|39.6752638||||||||||||||||||POINT(19.7123932 39.6752638)
N4357368344|Isla cuisine|FOOD|RESTAURANT|19.8968523|39.7241324||||||||||||||||||POINT(19.8968523 39.7241324)
N4357368348|Pharmacy|SHOP|CONVENIENCE|19.7127081|39.6754651||||||||||||||||||POINT(19.7127081 39.6754651)
N4357368350|Faros The Light House|FOOD|BAR|19.7121202|39.6753231||||||||||||||||||POINT(19.7121202 39.6753231)
N4357368351|Alipa|FOOD|RESTAURANT|19.7068302|39.6728789||||||||||||||||||POINT(19.7068302 39.6728789)
N4357368354|Alipa beach|TOURIST|BEACH|19.7070128|39.672614||||||||||||||||||POINT(19.7070128 39.672614)
N4357368461|Sousouro|FOOD|RESTAURANT|19.9210216|39.7892534||||||||||||||||||POINT(19.9210216 39.7892534)
N4357368519|Wave|FOOD|RESTAURANT|19.9222222|39.7910422||||||||||||||||||POINT(19.9222222 39.7910422)
N4357368521|KIROS MARKET|SHOP|SUPERMARKET|19.9220992|39.7899627||||||||||||||||||POINT(19.9220992 39.7899627)
N4357368558|Sette Venti|FOOD|CAFE|19.9105913|39.6259637||||||||||||||||||POINT(19.9105913 39.6259637)
N4357503591|The waves|FOOD|RESTAURANT|19.6419185|39.7546117||||||||||||||||||POINT(19.6419185 39.7546117)
N4359030493|Flavor|FOOD|RESTAURANT|19.7210654|39.6771863||||||||||||||||||POINT(19.7210654 39.6771863)
N4359125189|toucan beach bar|FOOD|BAR|19.8492172|39.6707623||||||||||||||||||POINT(19.8492172 39.6707623)
N4359251289|Marilena Family Taverna|FOOD|RESTAURANT|19.9346705|39.4753853||||||||||||||||||POINT(19.9346705 39.4753853)
N436184201|Πετριτή|POI|VILLAGE|19.9992368|39.4539911|||||49080|||||||||||||POINT(19.9992368 39.4539911)
N4361982055|Gorgonia|FOOD|RESTAURANT|19.8076667|39.5927724||||||||||||||||||POINT(19.8076667 39.5927724)
N4364601606|Molfetta Snack Bar|FOOD|RESTAURANT|19.8438966|39.6534821||||||||||||||||||POINT(19.8438966 39.6534821)
N4364796349|Glyfa|TRANSPORT|BUSSTOP|19.8837146|39.7240159||||||||||||||||||POINT(19.8837146 39.7240159)
N4370712076|TA PSARAKIA TSI GARITSAS|FOOD|RESTAURANT|19.9231772|39.6108671|||Alkiviadou Dari|7||||+30 694 850 9095||||Mo-Su 12:30-00:30||||||POINT(19.9231772 39.6108671)
N4377354981|Oassis|FOOD|RESTAURANT|19.8378121|39.7436481||||||||||||||||||POINT(19.8378121 39.7436481)
N4381299293|spiros taverna|FOOD|RESTAURANT|19.724538|39.6757345||||||||||||Mo-Su 09:00-23:00||||||POINT(19.724538 39.6757345)
N4386729489|costumes museum|TOURIST|MUSEUM|19.8249372|39.5937022||||||||||||||||||POINT(19.8249372 39.5937022)
N4394945494|SunnyCars / Auto Union|TRANSPORT|RENTALCAR|19.9137193|39.6119252||||||||||||||||||POINT(19.9137193 39.6119252)
N4394959893|Penelope Appartments|ACCOMMODATION|HOTEL|19.8371264|39.6739576||||||||||||||||||POINT(19.8371264 39.6739576)
N4402643182|Taverna Maria|FOOD|RESTAURANT|19.7214928|39.7260475||||||||||||||||||POINT(19.7214928 39.7260475)
N4405530651|TP Bike Hire|SHOP|MOTORCYCLE|19.9092118|39.5684863||||||||||||||||||POINT(19.9092118 39.5684863)
N4406038732|Roda Green Buses|TRANSPORT|BUSSTOP|19.7865307|39.7914664||||||||||||||||Green Buses||POINT(19.7865307 39.7914664)
N4406041914|Sidari Green Buses|TRANSPORT|BUSSTOP|19.702816|39.7920718||||||||||||||||Green Buses||POINT(19.702816 39.7920718)
